title,price,description,images,sku,stock,categories
Vivo Y91/Y93 On Off + Volume Button,3.60,Description Product Specifications and Features: -Vivo Y91/Y93 On Off + Volume Button,https://www.cmedistribution.com.my/wp-content/uploads/2023/06/VIVO-Y91OF-BUTT.jpg,SKU-0U2UEO,65,parts/board/ic
HW Mate 30 (AA) Charging Flex Ribbon,14.40,Description Product Specifications and Features: -HW Mate 30 (AA) Charging Flex Ribbon,https://www.cmedistribution.com.my/wp-content/uploads/2023/06/MATE-30-AA-CC-RB-54x54.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/06/MATE-30-AA-CC-RB-600x600.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/06/MATE-30-AA-CC-RB-90x90.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/06/MATE-30-AA-CC-RB.jpg,SKU-CR0LM1,97,flex/port
HW Nova 3E (AA) Charging Board + Handfree,8.40,Description Product Specifications and Features: -HW Nova 3E (AA) Charging Board + Handfree,https://www.cmedistribution.com.my/wp-content/uploads/2023/06/HW-NOVA-3E-AA-CC-BOARD.jpg,SKU-Y1CYLG,4,parts/board/ic
HW Nova Lite (AA) Charging Board,8.40,Description Product Specifications and Features: -HW Nova Lite (AA) Charging Board,https://www.cmedistribution.com.my/wp-content/uploads/2023/06/NOVA-LITE-AA-CC-BOARD-54x54.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/06/NOVA-LITE-AA-CC-BOARD-600x600.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/06/NOVA-LITE-AA-CC-BOARD-90x90.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/06/NOVA-LITE-AA-CC-BOARD.jpg,SKU-DZLEQ4,95,parts/board/ic
HW P9 Plus (ORI) Charging Board,14.40,Description Product Specifications and Features: -HW P9 Plus (ORI) Charging Board,https://www.cmedistribution.com.my/wp-content/uploads/2023/06/P9-PLUS-ORI-CC-BOARD.jpg,SKU-EIOW07,67,parts/board/ic
PXD Pro 10.5 A1701/A1709 (ORI) Charging Flex Ribbon,21.60,Description Product Specifications and Features: -PXD Pro 10.5 A1701/A1709 (ORI) Charging Flex Ribbon,https://www.cmedistribution.com.my/wp-content/uploads/2023/06/IPADPRO-A1701-ORI-CC-RB.jpg,SKU-Y11B6Z,96,flex/port
OnePlus 6 Ribbon UI,9.60,Description Product Specifications and Features: -OnePlus 6 Ribbon UI,https://www.cmedistribution.com.my/wp-content/uploads/2023/06/ONEPLUS-6-RB-UI-54x54.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/06/ONEPLUS-6-RB-UI-600x600.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/06/ONEPLUS-6-RB-UI-90x90.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/06/ONEPLUS-6-RB-UI.jpg,SKU-9JU6WZ,55,parts/board/ic
OnePlus 6T (AA) Charging Flex Ribbon,14.40,Description Product Specifications and Features: -OnePlus 6T (AA) Charging Flex Ribbon,https://www.cmedistribution.com.my/wp-content/uploads/2023/06/ONEPLUS-6T-AA-CC-RB.jpg,SKU-GZG9B4,3,flex/port
OnePlus 7T (AA) Charging Flex Ribbon,12.00,Description Product Specifications and Features: -OnePlus 7T (AA) Charging Flex Ribbon,https://www.cmedistribution.com.my/wp-content/uploads/2023/06/ONEPLUS-7T-AA-CC-RB.jpg,SKU-G60IHR,88,flex/port
OnePlus 8 (AA) Charging Flex Ribbon,14.40,Description Product Specifications and Features: -OnePlus 8 (AA) Charging Flex Ribbon,https://www.cmedistribution.com.my/wp-content/uploads/2023/06/ONEPLUS-8-AA-CC-RB-54x54.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/06/ONEPLUS-8-AA-CC-RB-600x600.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/06/ONEPLUS-8-AA-CC-RB-90x90.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/06/ONEPLUS-8-AA-CC-RB.jpg,SKU-N7ZPBP,47,flex/port
Oppo F7 On Off + Volume Button,3.60,Description Product Specifications and Features: -Oppo F7 On Off + Volume Button,https://www.cmedistribution.com.my/wp-content/uploads/2023/06/OPPO-F7-OF-BUTT.jpg,SKU-G8L6NN,87,parts/board/ic
Realme 5 Pro (AA) Charging Flex Ribbon,8.40,Description Product Specifications and Features: -Realme 5 Pro (AA) Charging Flex Ribbon,https://www.cmedistribution.com.my/wp-content/uploads/2023/06/REALME-5-PRO-AA-CC-RB-54x54.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/06/REALME-5-PRO-AA-CC-RB-600x600.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/06/REALME-5-PRO-AA-CC-RB-90x90.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/06/REALME-5-PRO-AA-CC-RB.jpg,SKU-QHPBTT,10,flex/port
Redmi 8/8A Ribbon UI For Charging,6.00,Description Product Specifications and Features: -Redmi 8/8A Ribbon UI For Charging,https://www.cmedistribution.com.my/wp-content/uploads/2023/06/REDMI-8-RB-UI.jpg,SKU-57423G,38,parts/board/ic
SM A11 Camera Lens,2.40,Description Product Specifications and Features: -SM A11 Camera Lens,https://www.cmedistribution.com.my/wp-content/uploads/2023/06/SAM-A11-CAM-LENS-54x54.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/06/SAM-A11-CAM-LENS-600x600.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/06/SAM-A11-CAM-LENS-90x90.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/06/SAM-A11-CAM-LENS.jpg,SKU-QFZ337,58,camera
SM A30S Ribbon UI For Charging,9.60,Description Product Specifications and Features: -SM A30S Ribbon UI For Charging,https://www.cmedistribution.com.my/wp-content/uploads/2023/06/SAM-A30S-RB-UI.jpg,SKU-2TO2NZ,85,parts/board/ic
SM A9-A910 (AA) Charging Flex Ribbon,19.20,Description Product Specifications and Features: -SM A9-A910 (AA) Charging Flex Ribbon,https://www.cmedistribution.com.my/wp-content/uploads/2023/06/SAM-A9-A910-CC-RB-scaled-1.jpg,SKU-7YBA9M,35,flex/port
SM Note 9 (AA) Charging Flex Ribbon,9.60,Description Product Specifications and Features: -SM Note 9 (AA) Charging Flex Ribbon,https://www.cmedistribution.com.my/wp-content/uploads/2023/06/SAM-NOTE-9-AA-CC-RB.jpg,SKU-8NJDST,68,flex/port
SM P5200 (AA) Charging Flex Ribbon,6.00,Description Product Specifications and Features: -SM P5200 (AA) Charging Flex Ribbon,https://www.cmedistribution.com.my/wp-content/uploads/2023/06/SAM-P5200-AA-CC-RB-54x54.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/06/SAM-P5200-AA-CC-RB-600x600.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/06/SAM-P5200-AA-CC-RB-90x90.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/06/SAM-P5200-AA-CC-RB.jpg,SKU-IXHTPS,97,flex/port
SM S10 Lite Camera Lens,2.40,Description Product Specifications and Features: -SM S10 Lite Camera Lens,https://www.cmedistribution.com.my/wp-content/uploads/2023/06/SAM-S10-LITE-CAM-LENS-54x54.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/06/SAM-S10-LITE-CAM-LENS-600x600.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/06/SAM-S10-LITE-CAM-LENS-90x90.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/06/SAM-S10-LITE-CAM-LENS.jpg,SKU-M4R15Z,0,camera
Vivo S1 Pro Camera Lens,2.40,Description Product Specifications and Features: -Vivo S1 Pro Camera Lens,https://www.cmedistribution.com.my/wp-content/uploads/2023/06/S1PRO-CAM-LENS.jpg,SKU-IAKEZB,75,camera
Vivo Y17 Speaker,2.40,Description Product Specifications and Features: -Vivo Y17 Speaker,https://www.cmedistribution.com.my/wp-content/uploads/2023/06/VIVO-Y17-SPK.jpg,SKU-M70QQQ,36,speaker
Google Pixel 3 (ORI) Charging Flex Ribbon,14.40,Description Product Specifications and Features: -Google Pixel 3 (ORI) Charging Flex Ribbon,https://www.cmedistribution.com.my/wp-content/uploads/2023/06/PIXEL-3-ORI-CC-RB.jpg,SKU-XYTAX1,27,flex/port
Google Pixel 3A (ORI) Charging Flex Ribbon,19.20,Description Product Specifications and Features: -Google Pixel 3A (ORI) Charging Flex Ribbon,https://www.cmedistribution.com.my/wp-content/uploads/2023/06/PIXEL-3A-ORI-CC-RB.jpg,SKU-HBRQ4V,62,flex/port
Google Pixel 3A XL (ORI) Charging Flex Ribbon,19.20,Description Product Specifications and Features: -Google Pixel 3A XL (ORI) Charging Flex Ribbon,https://www.cmedistribution.com.my/wp-content/uploads/2023/06/PIXEL-3A-XL-ORI-CC-RB-54x54.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/06/PIXEL-3A-XL-ORI-CC-RB-600x600.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/06/PIXEL-3A-XL-ORI-CC-RB-90x90.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/06/PIXEL-3A-XL-ORI-CC-RB.jpg,SKU-1EN5PZ,95,flex/port
Google Pixel 4-International Version (ORI) Charging Flex Ribbon,42.00,Description Product Specifications and Features: -Google Pixel 4-International Version (ORI) Charging Flex Ribbon -(G653-00652-01),https://www.cmedistribution.com.my/wp-content/uploads/2020/09/GOOGLE-PIXEL-4-INTERNATIONAL-ORI-CC-RB.jpg,SKU-CZ2O7T,87,flex/port
Google Pixel 4 XL (ORI) Charging Flex Ribbon,36.00,Description Product Specifications and Features: -Google Pixel 4 XL (ORI) Charging Flex Ribbon,https://www.cmedistribution.com.my/wp-content/uploads/2023/06/PIXEL-4-XL-CC-RB-ORI.jpg,SKU-SVF72Y,29,flex/port
Google Pixel (ORI) Ribbon Flex Charging Board,33.60,Description Product Specifications and Features: -Google Pixel (ORI) Ribbon Flex Charging Board,https://www.cmedistribution.com.my/wp-content/uploads/2023/06/PIXEL-ORI-CC-BOARD-54x54.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/06/PIXEL-ORI-CC-BOARD-600x600.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/06/PIXEL-ORI-CC-BOARD-90x90.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/06/PIXEL-ORI-CC-BOARD.jpg,SKU-HXWN8K,58,flex/port
Google Pixel XL (ORI) Ribbon Flex Charging Board,33.60,Description Product Specifications and Features: -Google Pixel XL (ORI) Ribbon Flex Charging Board,https://www.cmedistribution.com.my/wp-content/uploads/2023/06/PIXEL-XL-ORI-CC-BOARD-1.jpg,SKU-RV09QC,48,flex/port
HW Honor 20 Pro Camera Lens,2.40,Description Product Specifications and Features: -HW Honor 20 Pro Camera Lens,https://www.cmedistribution.com.my/wp-content/uploads/2023/06/HW-HONOR-20-PRO-CAM-LENS.jpg,SKU-260MN6,39,camera
HW Nova 4 Ribbon UI For Fingerprint,6.00,Description Product Specifications and Features: -HW Nova 4 Ribbon UI For Fingerprint,https://www.cmedistribution.com.my/wp-content/uploads/2023/06/NOVA-4-RB-UI-FINGER.jpg,SKU-THLDQW,69,parts/board/ic
HW Nova 7 Camera Lens,2.40,Description Product Specifications and Features: -HW Nova 7 Camera Lens,https://www.cmedistribution.com.my/wp-content/uploads/2023/06/HW-NOVA-7-CAM-LENS-1.jpg,SKU-9AB5QL,11,camera
HW Nova 7 Se Camera Lens,2.40,Description Product Specifications and Features: -HW Nova 7 Se Camera Lens,https://www.cmedistribution.com.my/wp-content/uploads/2023/06/HW-NOVA-7-SE-CAM-LENS-54x54.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/06/HW-NOVA-7-SE-CAM-LENS-600x600.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/06/HW-NOVA-7-SE-CAM-LENS-90x90.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/06/HW-NOVA-7-SE-CAM-LENS.jpg,SKU-CBW3J3,9,camera
HW Nova 7i Camera Lens,2.40,Description Product Specifications and Features: -HW Nova 7i Camera Lens,https://www.cmedistribution.com.my/wp-content/uploads/2023/06/HW-NOVA-7I-CAM-LENS.jpg,SKU-YZZOV9,22,camera
HW P40 Camera Lens,2.40,Description Product Specifications and Features: -HW P40 Camera Lens,https://www.cmedistribution.com.my/wp-content/uploads/2023/06/HW-P40-CAM-LENS-54x54.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/06/HW-P40-CAM-LENS-600x600.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/06/HW-P40-CAM-LENS-90x90.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/06/HW-P40-CAM-LENS.jpg,SKU-CUS0S2,61,camera
HW Y6P-2020 Camera Lens,2.40,Description Product Specifications and Features: -HW Y6P-2020 Camera Lens,https://www.cmedistribution.com.my/wp-content/uploads/2023/06/HW-Y6P-2020-CAM-LENS.jpg,SKU-BDIMRA,9,camera
HW Y7P Camera Lens,2.40,Description Product Specifications and Features: -HW Y7P Camera Lens,https://www.cmedistribution.com.my/wp-content/uploads/2023/06/HW-Y7P-CAM-LENS-54x54.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/06/HW-Y7P-CAM-LENS-600x600.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/06/HW-Y7P-CAM-LENS-90x90.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/06/HW-Y7P-CAM-LENS.jpg,SKU-QVMP4W,66,camera
HW Y9S Camera Lens,2.40,Description Product Specifications and Features: -HW Y9S Camera Lens,https://www.cmedistribution.com.my/wp-content/uploads/2023/06/HW-Y9S-CAM-LENS-54x54.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/06/HW-Y9S-CAM-LENS-600x600.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/06/HW-Y9S-CAM-LENS-90x90.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/06/HW-Y9S-CAM-LENS.jpg,SKU-FABL7V,84,camera
Phone XS/XSMax (1SIM) Sim Tray,3.60,Description Product Specifications and Features: -Phone XS/XSMax (1SIM) Sim Tray,https://www.cmedistribution.com.my/wp-content/uploads/2023/06/IPHONE-XSXS-MAX-SIM-TRAY-scaled-1.jpg,SKU-K57AQ1,61,parts/board/ic
Nokia 7 Plus (AA) Charging Board,8.40,Description Product Specifications and Features: -Nokia 7 Plus (AA) Charging Board,https://www.cmedistribution.com.my/wp-content/uploads/2023/06/NOKIA-7-PLUS-AA-CC-BOARD-54x54.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/06/NOKIA-7-PLUS-AA-CC-BOARD-600x600.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/06/NOKIA-7-PLUS-AA-CC-BOARD-90x90.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/06/NOKIA-7-PLUS-AA-CC-BOARD.jpg,SKU-5A8LSO,64,parts/board/ic
Oppo A31-2020 Camera Lens,2.40,Description Product Specifications and Features: -Oppo A31-2020 Camera Lens,https://www.cmedistribution.com.my/wp-content/uploads/2023/06/OPPO-A31-2020-CAM-LENS.jpg,SKU-SB9JR0,8,camera
Realme 5 Pro Camera Lens,2.40,Description Product Specifications and Features: -Realme 5 Pro Camera Lens,https://www.cmedistribution.com.my/wp-content/uploads/2023/06/REALME-5-PRO-CAM-LENS-54x54.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/06/REALME-5-PRO-CAM-LENS-600x600.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/06/REALME-5-PRO-CAM-LENS-90x90.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/06/REALME-5-PRO-CAM-LENS.jpg,SKU-5N145I,11,camera
Asus FE170/Z170 Ribbon On Off + Volume,4.80,Description Product Specifications and Features: -Asus FE170/Z170 Ribbon On Off + Volume,https://www.cmedistribution.com.my/wp-content/uploads/2023/06/20200827_173814-54x54.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/06/20200827_173814-600x600.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/06/20200827_173814-90x90.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/06/20200827_173814.jpg,SKU-7CXTXS,56,parts/board/ic
Asus ZB555KL Ribbon On Off + Volume,6.00,Description Product Specifications and Features: -Asus ZB555KL Ribbon On Off + Volume,https://www.cmedistribution.com.my/wp-content/uploads/2023/06/20200827_165946-54x54.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/06/20200827_165946-600x600.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/06/20200827_165946-90x90.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/06/20200827_165946.jpg,SKU-M0BU5P,68,parts/board/ic
Asus ZB570TL Ribbon On Off + Volume,3.60,Description Product Specifications and Features: -Asus ZB570TL Ribbon On Off + Volume,https://www.cmedistribution.com.my/wp-content/uploads/2023/06/20200827_165821-54x54.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/06/20200827_165821-600x600.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/06/20200827_165821-90x90.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/06/20200827_165821.jpg,SKU-0XTFOF,57,parts/board/ic
Asus ZB601KL Ribbon On Off + Volume,4.80,Description Product Specifications and Features: -Asus ZB601KL Ribbon On Off + Volume,https://www.cmedistribution.com.my/wp-content/uploads/2023/06/20200827_162410-54x54.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/06/20200827_162410-600x600.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/06/20200827_162410-90x90.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/06/20200827_162410.jpg,SKU-K6BRX3,37,parts/board/ic
Asus ZB631KL Ribbon On Off + Volume,3.60,Description Product Specifications and Features: -Asus ZB631KL Ribbon On Off + Volume,https://www.cmedistribution.com.my/wp-content/uploads/2023/06/20200827_165715-54x54.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/06/20200827_165715-600x600.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/06/20200827_165715-90x90.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/06/20200827_165715.jpg,SKU-CHG8H8,22,parts/board/ic
Asus ZC520KL/ZC554KL Ribbon Fingerprint,22.80,Description Product Specifications and Features: -Asus ZC520KL/ZC554KL Ribbon Fingerprint,https://www.cmedistribution.com.my/wp-content/uploads/2023/06/20200827_174107-54x54.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/06/20200827_174107-600x600.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/06/20200827_174107-90x90.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/06/20200827_174107.jpg,SKU-TP6G9I,26,parts/board/ic
Asus ZC520KL Ribbon On Off + Volume,3.60,Description Product Specifications and Features: -Asus ZC520KL Ribbon On Off + Volume,https://www.cmedistribution.com.my/wp-content/uploads/2023/06/20200827_162233-scaled-1-54x54.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/06/20200827_162233-scaled-1-600x600.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/06/20200827_162233-scaled-1-90x90.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/06/20200827_162233-scaled-1.jpg,SKU-S9Y2QM,15,parts/board/ic
Asus ZC520TL Ribbon On Off + Volume,3.60,Description Product Specifications and Features: -Asus ZC520TL Ribbon On Off + Volume,https://www.cmedistribution.com.my/wp-content/uploads/2023/06/20200827_162058-scaled-1-54x54.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/06/20200827_162058-scaled-1-600x600.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/06/20200827_162058-scaled-1-90x90.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/06/20200827_162058-scaled-1.jpg,SKU-AWBXT6,94,parts/board/ic
Asus ZC551KL Ribbon On Off + Volume,6.00,Description Product Specifications and Features: -Asus ZC551KL Ribbon On Off + Volume,https://www.cmedistribution.com.my/wp-content/uploads/2023/06/20200827_161846-54x54.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/06/20200827_161846-600x600.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/06/20200827_161846-90x90.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/06/20200827_161846.jpg,SKU-Q59G7U,37,parts/board/ic
Asus ZC553KL Ribbon On Off + Volume,3.60,Description Product Specifications and Features: -Asus ZC553KL Ribbon On Off + Volume,https://www.cmedistribution.com.my/wp-content/uploads/2023/06/20200827_161710.jpg,SKU-OW22TM,25,parts/board/ic
Asus ZC554KL Ribbon On Off + Volume,3.60,Description Product Specifications and Features: -Asus ZC554KL Ribbon On Off + Volume,https://www.cmedistribution.com.my/wp-content/uploads/2023/06/20200827_161953-54x54.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/06/20200827_161953-600x600.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/06/20200827_161953-90x90.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/06/20200827_161953.jpg,SKU-0VILWU,64,parts/board/ic
Asus Zen Go ZC500TG Ribbon On Off + Volume,4.80,Description Product Specifications and Features: -Asus Zen Go ZC500TG Ribbon On Off + Volume,https://www.cmedistribution.com.my/wp-content/uploads/2023/06/20200827_170623.jpg,SKU-KSE48O,19,parts/board/ic
Asus ZS620KL Ribbon On Off + Volume,3.60,Description Product Specifications and Features: -Asus ZS620KL Ribbon On Off + Volume,https://www.cmedistribution.com.my/wp-content/uploads/2023/06/20200827_151058.jpg,SKU-14K71U,36,parts/board/ic
HW Honor 8A Camera Lens,2.40,Description Product Specifications and Features: -HW Honor 8A Camera Lens,https://www.cmedistribution.com.my/wp-content/uploads/2023/06/HONOR-8A-CAM-LENS.jpg,SKU-789MT2,15,camera
HW Honor 8S Camera Lens,2.40,Description Product Specifications and Features: -HW Honor 8S Camera Lens,https://www.cmedistribution.com.my/wp-content/uploads/2023/06/HONOR-8S-CAM-LENS.jpg,SKU-C23ZM0,5,camera
HW Honor 8X Max Camera Lens,2.40,Description Product Specifications and Features: -HW Honor 8X Max Camera Lens,https://www.cmedistribution.com.my/wp-content/uploads/2023/06/HW-HONOR-8X-MAX-CAM-LENS.jpg,SKU-3DAR9D,58,camera
HW Honor 9A Camera Lens,2.40,Description Product Specifications and Features: -HW Honor 9A Camera Lens,https://www.cmedistribution.com.my/wp-content/uploads/2023/06/HW-HONOR-9A-CAM-LENS.jpg,SKU-46EWPH,51,camera
HW Honor 9X Camera Lens,2.40,Description Product Specifications and Features: -HW Honor 9X Camera Lens,https://www.cmedistribution.com.my/wp-content/uploads/2023/06/HONOR-9X-CAM-LENS.jpg,SKU-7U7Q8T,15,camera
HW Honor 9X Lite Camera Lens,2.40,Description Product Specifications and Features: -HW Honor 9X Lite Camera Lens,https://www.cmedistribution.com.my/wp-content/uploads/2023/06/HW-HONOR-9X-LITE-CAM-LENS.jpg,SKU-475EXY,100,camera
HW Honor 9X Pro Camera Lens,2.40,Description Product Specifications and Features: -HW Honor 9X Pro Camera Lens,https://www.cmedistribution.com.my/wp-content/uploads/2023/06/HONOR-9X-PRO-CAM-LENS-54x54.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/06/HONOR-9X-PRO-CAM-LENS-600x600.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/06/HONOR-9X-PRO-CAM-LENS-90x90.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/06/HONOR-9X-PRO-CAM-LENS.jpg,SKU-XHLSVO,12,camera
Asus ZB601KL Ribbon UI For Charging,12.00,Description Product Specifications and Features: -Asus ZB601KL Ribbon UI For Charging,https://www.cmedistribution.com.my/wp-content/uploads/2023/06/20200827_113427-scaled-1-54x54.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/06/20200827_113427-scaled-1-600x600.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/06/20200827_113427-scaled-1-90x90.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/06/20200827_113427-scaled-1.jpg,SKU-FSLU7C,47,parts/board/ic
Asus ZB631KL Ribbon UI For Charging,12.00,Description Product Specifications and Features: -Asus ZB631KL Ribbon UI For Charging,https://www.cmedistribution.com.my/wp-content/uploads/2023/06/20200827_112927-scaled-1-54x54.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/06/20200827_112927-scaled-1-600x600.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/06/20200827_112927-scaled-1-90x90.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/06/20200827_112927-scaled-1.jpg,SKU-6534YJ,96,parts/board/ic
Asus ZB633KL Ribbon UI For Charging,12.00,Description Product Specifications and Features: -Asus ZB633KL Ribbon UI For Charging,https://www.cmedistribution.com.my/wp-content/uploads/2023/06/20200827_113229-scaled-1-54x54.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/06/20200827_113229-scaled-1-600x600.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/06/20200827_113229-scaled-1-90x90.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/06/20200827_113229-scaled-1.jpg,SKU-9FAHUH,84,parts/board/ic
Asus ZE552KL/ZE520KL Ribbon On Off + Volume,6.00,Description Product Specifications and Features: -Asus ZE552KL/ZE520KL Ribbon On Off + Volume,https://www.cmedistribution.com.my/wp-content/uploads/2023/06/20200827_144029-1.jpg,SKU-IX2FR7,17,parts/board/ic
Asus ZE554KL Ribbon On Off + Volume,3.60,Description Product Specifications and Features: -Asus ZE554KL Ribbon On Off + Volume,https://www.cmedistribution.com.my/wp-content/uploads/2023/06/20200827_145222.jpg,SKU-8OJSKP,73,parts/board/ic
Asus ZE620KL Ribbon On Off + Volume,3.60,Description Product Specifications and Features: -Asus ZE620KL Ribbon On Off + Volume,https://www.cmedistribution.com.my/wp-content/uploads/2023/06/20200827_143927.jpg,SKU-TP97E7,40,parts/board/ic
Asus Zen C Ribbon On Off + Volume,4.80,Description Product Specifications and Features: -Asus Zen C Ribbon On Off + Volume,https://www.cmedistribution.com.my/wp-content/uploads/2023/06/20200827_143756.jpg,SKU-M3WQGK,21,parts/board/ic
Asus ZS570KL Ribbon On Off + Volume,4.80,Description Product Specifications and Features: -Asus ZS570KL Ribbon On Off + Volume,https://www.cmedistribution.com.my/wp-content/uploads/2023/06/Point-Blur_Nov042020_132128.jpg,SKU-IT7OKB,79,parts/board/ic
Asus ZS620KL Ribbon UI For Charging,10.80,Description Product Specifications and Features: -Asus ZS620KL Ribbon UI For Charging,https://www.cmedistribution.com.my/wp-content/uploads/2023/06/20200827_112821-scaled-1-54x54.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/06/20200827_112821-scaled-1-600x600.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/06/20200827_112821-scaled-1-90x90.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/06/20200827_112821-scaled-1.jpg,SKU-AK8GHO,15,parts/board/ic
OnePlus 3 LCD OLED Full Set,90.00,Description Product Specifications and Features: -OnePlus 3 LCD OLED Full Set -Warranty 1 Month -Self Damage Will Be No Warranty,https://www.cmedistribution.com.my/wp-content/uploads/2023/06/20200826_170652-scaled-1.jpg,SKU-05R3QU,25,lcd
OnePlus 6T LCD ORI Full Set,156.00,Description Product Specifications and Features: -OnePlus 6T LCD ORI Full Set -Warranty 1 Month -Self Damage Will Be No Warranty,https://www.cmedistribution.com.my/wp-content/uploads/2023/06/20200826_170247-scaled-1.jpg,SKU-M0Y6HV,34,lcd
